,id,wyckoff_sites,lattice_params,basis_params,lattice_params_value,basis_params_value,pearson_symbol,space_group,prototype
0,hP4-C-194,['f'],"['a', 'c/a']",['z1'],"[2.508, 1.66786283892]",[0.05995],hP4,194,C
1,cP8-Cr3Si-223,"['c', 'a']",['a'],[],[4.556],[],cP8,223,Cr3Si
2,tI18-V4Zn5-139,"['i', 'ah']","['a', 'c/a']","['x2', 'x3']","[8.91, 0.361391694725]","[0.328, 0.348]",tI18,139,V4Zn5
3,tI28-Mn3O4-141,"['ad', 'h']","['a', 'c/a']","['y3', 'z3']","[5.765, 1.63781439722]","[0.0278, 0.2589]",tI28,141,Mn3O4
4,hP14-B5W2-194,"['abdf', 'f']","['a', 'c/a']","['z4', 'z5']","[2.982, 4.651240778]","[0.528, 0.139]",hP14,194,B5W2
5,tP5-O3Pb(Ti0.48)Zr0.52-99,"['bc', 'a', 'b']","['a', 'c/a']","['z1', 'z2', 'z3', 'z4']","[4.046, 1.02308452793]","[0.0, 0.8973, 0.4517, 0.3785]",tP5,99,O3Pb(Ti0.48)Zr0.52
6,tI24-Ga2Hf-141,"['ee', 'e']","['a', 'c/a']","['z1', 'z2', 'z3']","[4.046, 6.28917449333]","[0.125, 0.289, -0.051]",tI24,141,Ga2Hf
7,tP12-O2Si-92,"['b', 'a']","['a', 'c/a']","['x1', 'x2', 'y2', 'z2']","[4.957, 1.39001412144]","[0.3047, 0.2381, 0.1109, 0.1826]",tP12,92,O2Si
8,cP4-AuCu3-221,"['a', 'c']",['a'],[],[3.7402],[],cP4,221,AuCu3
9,oP16-BaS3-18,"['ab', 'ccc']","['a', 'b/a', 'c/a']","['z1', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[8.32, 1.15865384615, 0.579326923077]","[0.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.5, 0.5, 0.124, 0.309, 0.382]",oP16,18,BaS3
10,hR4-CrNaS2-166,"['a', 'b', 'c']","['a', 'c/a']",['x3'],"[3.5561, 5.44557239673]",[0.2667],hR4,166,CrNaS2
11,cP36-BaHg11-221,"['c', 'agij']",['a'],"['x3', 'y4', 'y5']",[9.6],"[0.345, 0.225, 0.115]",cP36,221,BaHg11
12,mC144-O2Si-9,"['aaaaaaaaaaaaaaaaaaaaaaaa', 'aaaaaaaaaaaa']","['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15', 'x16', 'y16', 'z16', 'x17', 'y17', 'z17', 'x18', 'y18', 'z18', 'x19', 'y19', 'z19', 'x20', 'y20', 'z20', 'x21', 'y21', 'z21', 'x22', 'y22', 'z22', 'x23', 'y23', 'z23', 'x24', 'y24', 'z24', 'x25', 'y25', 'z25', 'x26', 'y26', 'z26', 'x27', 'y27', 'z27', 'x28', 'y28', 'z28', 'x29', 'y29', 'z29', 'x30', 'y30', 'z30', 'x31', 'y31', 'z31', 'x32', 'y32', 'z32', 'x33', 'y33', 'z33', 'x34', 'y34', 'z34', 'x35', 'y35', 'z35', 'x36', 'y36', 'z36']","[18.524, 0.270092852516, 1.28535953358, 105.82]","[0.5749, 0.351, 0.8182, 0.0707, 0.34, 0.8476, 0.7315, 0.138, 0.4851, 0.2509, 0.144, 0.5152, 0.4155, 0.352, 0.6741, -0.0873, 0.352, 0.6434, 0.8773, 0.164, -0.0787, 0.416, 0.168, -0.0639, 0.7741, 0.145, 0.7538, 0.2336, 0.143, 0.7402, 0.6195, 0.341, 0.5847, 0.0811, 0.343, 0.5661, -0.0034, 0.011, 0.6062, 0.3533, 0.489, 0.5665, 0.6498, 0.005, 0.6711, 0.1524, 0.496, 0.7805, 0.8636, 0.499, 0.7328, 0.3361, 0.003, 0.8333, 0.0052, 0.493, 0.7398, 0.1369, 0.011, -0.0732, 0.4927, 0.492, 0.8868, 0.5, 0.468, 0.5, 0.2252, 0.491, 0.5898, 0.2744, 0.021, -0.0845, 0.0507, 0.041, 0.5642, 0.2036, 0.447, 0.7347, -0.0802, 0.049, 0.6225, 0.5751, 0.043, 0.7955, 0.4247, 0.048, 0.6971, 0.2643, 0.444, 0.5386, 0.8023, 0.449, 0.7661, 0.6453, 0.041, 0.6027, 0.8531, 0.463, -0.0984, 0.4493, 0.466, -0.0642, 0.2244, 0.059, -0.0395, 0.0697, 0.049, 0.8702]",mC144,9,O2Si
13,hP8-AsTi-194,"['ad', 'f']","['a', 'c/a']",['z3'],"[3.64, 3.37362637363]",[0.125],hP8,194,AsTi
14,cF32-Ca7Ge-225,"['bd', 'a']",['a'],[],[9.45],[],cF32,225,Ca7Ge
15,mP64-Se-14,['eeeeeeeeeeeeeeee'],"['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15', 'x16', 'y16', 'z16']","[15.018, 0.979691037422, 0.585231056066, 93.61]","[0.18313, 0.14063, 0.03451, 0.22856, 0.28408, 0.12262, 0.35548, 0.31907, -0.00548, 0.47826, 0.28776, 0.16131, 0.52853, 0.14438, 0.09345, 0.47966, 0.04033, 0.27102, 0.36296, -0.02818, 0.15123, 0.22521, 0.04261, 0.2343, 0.09552, 0.48601, 0.14213, 0.01298, 0.58883, 0.27815, -0.01931, 0.71476, 0.12135, 0.08347, 0.82945, 0.18553, 0.19177, 0.81338, 0.00963, 0.3102, 0.73961, 0.14402, 0.30834, 0.59137, 0.04778, 0.24353, 0.50553, 0.23353]",mP64,14,Se
16,hP4-Li3N-191,"['bc', 'a']","['a', 'c/a']",[],"[3.6576, 1.05902777778]",[],hP4,191,Li3N
17,oP6-CClN-59,"['a', 'a', 'a']","['a', 'b/a', 'c/a']","['z1', 'z2', 'z3']","[5.68, 0.700704225352, 1.01056338028]","[0.1499, 0.4237, 0.6255]",oP6,59,CClN
18,oP8-GeS-62,"['c', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2']","[10.42, 0.349328214971, 0.411708253359]","[0.375, 0.333, 0.139, 0.389]",oP8,62,GeS
19,mC4-O-12,['i'],"['a', 'b/a', 'c/a', 'beta']","['x1', 'z1']","[5.403, 0.635387747548, 0.940033314825, 132.32]","[0.106, 0.173]",mC4,12,O
20,cP8-FeSi-198,"['a', 'a']",['a'],"['x1', 'x2']",[4.48688],"[0.13652, 0.8424]",cP8,198,FeSi
21,hR10-LiNbO3-161,"['a', 'a', 'b']","['a', 'c/a']","['x1', 'x2', 'x3', 'y3', 'z3']","[5.2542, 2.64091583876]","[0.2875, 0.0128, 0.74643, 0.14093, 0.36263]",hR10,161,LiNbO3
22,cF56-Al2MgO4-227,"['d', 'a', 'e']",['a'],['x3'],[8.0832],[0.7376],cF56,227,Al2MgO4
23,tP4-OPb-129,"['a', 'c']","['a', 'c/a']",['z2'],"[3.9645, 1.26008323874]",[0.2368],tP4,129,OPb
24,hR10-CaCO3-167,"['a', 'b', 'e']","['a', 'c/a']",['x3'],"[4.988, 3.42040898156]",[0.5067],hR10,167,CaCO3
25,oP8-FeB-62,"['c', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2']","[5.495, 0.536123748863, 0.737579617834]","[0.125, 0.69, -0.18, 0.125]",oP8,62,FeB
26,tI16-Al3Zr-139,"['cde', 'e']","['a', 'c/a']","['z3', 'z4']","[3.9993, 4.3215062636]","[0.37498, 0.11886]",tI16,139,Al3Zr
27,mC6-AuTe2-12,"['a', 'i']","['a', 'b/a', 'c/a', 'beta']","['x2', 'z2']","[7.189, 0.613019891501, 0.705105021561, 90.04]","[0.6879, 0.2889]",mC6,12,AuTe2
28,tP8-AsCuSiZr-129,"['c', 'b', 'a', 'c']","['a', 'c/a']","['z3', 'z4']","[3.6736, 2.60540069686]","[0.6793, 0.2246]",tP8,129,AsCuSiZr
29,mP12-O2Si-3,"['bceee', 'ee']","['a', 'b/a', 'c/a', 'beta']","['y1', 'y2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7']","[4.1605, 0.992524936907, 1.78370388174, 101.3752]","[0.15907, 0.73859, 0.02399, 0.752, 0.18927, 0.38562, 0.71473, 0.64074, 0.48963, 0.20196, 0.18802, 0.18244, 0.0, 0.69651, 0.38098, 0.58564, 0.17797]",mP12,3,O2Si
30,oP24-O2Ti-61,"['cc', 'c']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[9.174, 0.375953782429, 0.560061042075]","[0.0095, 0.1491, 0.1835, 0.2314, 0.111, 0.5366, 0.1289, 0.0972, 0.8628]",oP24,61,O2Ti
31,tP4-CuTi-129,"['c', 'c']","['a', 'c/a']","['z1', 'z2']","[3.107, 1.90505310589]","[0.1, 0.65]",tP4,129,CuTi
32,cP4-O3Re-221,"['d', 'a']",['a'],[],[3.734],[],cP4,221,O3Re
33,cF136-Si-227,['aeg'],['a'],"['x2', 'x3', 'z3']",[14.864],"[0.2624, 0.1824, 0.3701]",cF136,227,Si
34,oP16-AsCu3S4-31,"['a', 'ab', 'aab']","['a', 'b/a', 'c/a']","['y1', 'z1', 'y2', 'z2', 'y3', 'z3', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[7.43, 0.869448183042, 0.831763122476]","[0.8268, 0.0, 0.1514, 0.4983, 0.8226, 0.6454, 0.1436, 0.1166, 0.2466, 0.3255, -0.0134, 0.2598, 0.3364, 0.6184]",oP16,31,AsCu3S4
35,cP8-Cu3S4V-215,"['d', 'e', 'a']",['a'],['x3'],[5.3912],[0.2372],cP8,215,Cu3S4V
36,oP8-Cu3Ti-59,"['bf', 'a']","['a', 'b/a', 'c/a']","['z1', 'z2', 'x3', 'z3']","[5.162, 0.842115459124, 0.877760557923]","[0.67125, 0.329, 0.505, 0.174]",oP8,59,Cu3Ti
37,oP32-AsK3S4-33,"['a', 'aaa', 'aaaa']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8']","[9.11, 1.01866081229, 1.1613611416]","[0.2187, 0.4807, 0.2031, 0.4418, 0.2052, 0.0015, 0.4488, 0.1967, 0.4146, 0.1422, 0.9176, 0.2246, 0.191, 0.2506, 0.2228, 0.3424, 0.5361, 0.0415, 0.0069, 0.5876, 0.2212, 0.3355, 0.546, 0.3761]",oP32,33,AsK3S4
38,cF116-C6Cr23-225,"['e', 'acfh']",['a'],"['x3', 'x4', 'y5']",[10.65],"[0.2765, 0.6191, 0.6699]",cF116,225,C6Cr23
39,hR13-Fe7W6-166,"['ah', 'ccc']","['a', 'c/a']","['x2', 'x3', 'x4', 'x5', 'y5']","[4.757, 5.4319949548]","[0.167, 0.346, 0.448, 0.09, 0.59001]",hR13,166,Fe7W6
40,oI6-ReSi2-71,"['a', 'i']","['a', 'b/a', 'c/a']",['z2'],"[3.144, 0.994910941476, 2.44179389313]",[0.339],oI6,71,ReSi2
41,cF12-AgAsMg-216,"['b', 'c', 'a']",['a'],[],[6.24],[],cF12,216,AgAsMg
42,cI54-Sb2Tl7-229,"['e', 'afh']",['a'],"['x2', 'x3', 'y4']",[11.618],"[0.6862, 0.1704, 0.6503]",cI54,229,Sb2Tl7
43,hP18-Al5C3N-186,"['aabbb', 'aab', 'b']","['a', 'c/a']","['z1', 'z2', 'z3', 'z4', 'z5', 'z6', 'z7', 'z8', 'z9']","[3.281, 6.57726302956]","[0.155, 0.345, 0.0, 0.248, 0.045, 0.261, 0.455, 0.367, 0.137]",hP18,186,Al5C3N
44,hP6-HgS-154,"['a', 'b']","['a', 'c/a']","['x1', 'x2']","[4.145, 2.29095295537]","[0.7198, 0.4889]",hP6,154,HgS
45,tI8-Al3Ti-139,"['bd', 'a']","['a', 'c/a']",[],"[3.8537, 2.22744375535]",[],tI8,139,Al3Ti
46,tI8-C-139,['h'],"['a', 'c/a']",['x1'],"[4.33184, 0.574102459925]",[0.17916],tI8,139,C
47,oP4-AuCd-51,"['e', 'f']","['a', 'b/a', 'c/a']","['z1', 'z2']","[4.7549, 0.661969757513, 1.0209678437]","[0.8125, 0.3125]",oP4,51,AuCd
48,tI10-MoNi4-87,"['a', 'h']","['a', 'c/a']","['x2', 'y2']","[5.72, 0.623076923077]","[0.4, 0.8]",tI10,87,MoNi4
49,"cI162-Al,Mg32(Zn)49-204","['a', 'eefg', 'ggh']",['a'],"['x2', 'x3', 'x4', 'y5', 'z5', 'y6', 'z6', 'y7', 'z7', 'x8', 'y8', 'z8']",[14.16],"[0.8203, 0.5998, 0.1836, 0.2942, 0.8806, 0.0908, 0.8499, 0.1748, 0.6993, 0.686, 0.0969, 0.332]",cI162,204,"Al,Mg32(Zn)49"
50,hP3-BaPtSb-187,"['a', 'd', 'f']","['a', 'c/a']",[],"[4.535, 1.0769570011]",[],hP3,187,BaPtSb
51,cI16-CoU-199,"['a', 'a']",['a'],"['x1', 'x2']",[6.3557],"[0.294, 0.0347]",cI16,199,CoU
52,hP5-Al3Ni2-164,"['ad', 'd']","['a', 'c/a']","['z2', 'z3']","[4.0282, 1.21409066084]","[0.648, 0.149]",hP5,164,Al3Ni2
53,tI16-Cu2FeS4Sn-121,"['d', 'a', 'i', 'b']","['a', 'c/a']","['x4', 'z4']","[5.46, 1.96428571429]","[0.245, 0.132]",tI16,121,Cu2FeS4Sn
54,tI2-alpha-Pa-139,['a'],"['a', 'c/a']",[],"[3.932, 0.823499491353]",[],tI2,139,alpha-Pa
55,hP4-BN-186,"['b', 'a']","['a', 'c/a']","['z1', 'z2']","[2.51, 2.66932270916]","[0.0, 0.05]",hP4,186,BN
56,oP8-MnP-62,"['c', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2']","[5.2416, 0.606723137973, 1.12622100122]","[0.0056, 0.1952, 0.1879, 0.5696]",oP8,62,MnP
57,cI16-CrFe4Ni3-229,"['a', 'c', 'b']",['a'],[],[5.74],[],cI16,229,CrFe4Ni3
58,cI32-As3Co-204,"['g', 'c']",['a'],"['y2', 'z2']",[7.58],"[0.3431, 0.8497]",cI32,204,As3Co
59,tP4-CuTi3-123,"['a', 'ce']","['a', 'c/a']",[],"[4.158, 0.864357864358]",[],tP4,123,CuTi3
60,oP6-eta-Fe2C-58,"['a', 'g']","['a', 'b/a', 'c/a']","['x2', 'y2']","[4.704, 0.917942176871, 0.601615646259]","[0.66667, 0.25]",oP6,58,eta-Fe2C
61,oF8-FTl-69,"['a', 'b']","['a', 'b/a', 'c/a']",[],"[6.08, 0.903782894737, 0.851973684211]",[],oF8,69,FTl
62,oC8-alpha-Ga-64,['f'],"['a', 'b/a', 'c/a']","['y1', 'z1']","[4.523, 1.69378730931, 1.0002210922]","[0.1549, 0.081]",oC8,64,alpha-Ga
63,cI8-H3S-229,"['b', 'a']",['a'],[],[2.984],[],cI8,229,H3S
64,oP8-FTl-57,"['d', 'd']","['a', 'b/a', 'c/a']","['x1', 'y1', 'x2', 'y2']","[6.09556, 0.900425883758, 0.850291031505]","[0.8593, 0.0628, 0.255, 0.0096]",oP8,57,FTl
65,cP1-Po-221,['a'],['a'],[],[3.34],[],cP1,221,Po
66,hR10-LiNbO3-167,"['a', 'b', 'e']","['a', 'c/a']",['x3'],"[5.285, 2.62039735099]",[0.85756666666667],hR10,167,LiNbO3
67,hR8-BiI3-148,"['c', 'f']","['a', 'c/a']","['x1', 'x2', 'y2', 'z2']","[7.49626, 2.75900649124]","[0.33333, 0.088, 0.755, 0.421]",hR8,148,BiI3
68,cI14-O4Pt3-229,"['c', 'b']",['a'],[],[6.226],[],cI14,229,O4Pt3
69,tP12-Si-96,['ab'],"['a', 'c/a']","['x1', 'x2', 'y2', 'z2']","[5.51889, 1.25999974633]","[0.0849, 0.1752, 0.3792, 0.2742]",tP12,96,Si
70,tP8-BeO-136,"['g', 'f']","['a', 'c/a']","['x1', 'x2']","[4.75, 0.576842105263]","[0.31, 0.336]",tP8,136,BeO
71,tI12-Al2Cu-140,"['h', 'a']","['a', 'c/a']",['x2'],"[6.04, 0.804635761589]",[0.158],tI12,140,Al2Cu
72,mP10-ClKO3-11,"['e', 'e', 'ef']","['a', 'b/a', 'c/a', 'beta']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'y4', 'z4']","[4.63, 1.20259179266, 1.52203023758, 110.21]","[0.121, 0.1745, 0.3531, 0.7086, 0.4009, 0.1165, 0.8544, 0.5361, 0.6943]",mP10,11,ClKO3
73,hR12-B-166,['hh'],"['a', 'c/a']","['x1', 'y1', 'x2', 'y2']","[4.908, 2.56022616137]","[0.0104, 0.65729, 0.2206, 0.6323]",hR12,166,B
74,tI8-NbP-141,"['a', 'b']","['a', 'c/a']",[],"[3.325, 3.42255639098]",[],tI8,141,NbP
75,hP2-CW-187,"['d', 'a']","['a', 'c/a']",[],"[2.9065, 0.975950455875]",[],hP2,187,CW
76,hR2-CuPt-166,"['a', 'b']","['a', 'c/a']",[],"[3.13, 4.78594249201]",[],hR2,166,CuPt
77,hR6-NiS-160,"['b', 'b']","['a', 'c/a']","['x1', 'y1', 'x2', 'y2']","[9.619, 0.327466472606]","[0.00019, 0.26362, 0.7288, 0.39161]",hR6,160,NiS
78,tP36-O2Si-96,"['bbb', 'ab']","['a', 'c/a']","['x1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[7.464, 1.15487674169]","[0.41, 0.445, 0.132, 0.4, 0.117, 0.123, 0.296, 0.344, 0.297, 0.143, 0.326, 0.12, 0.248]",tP36,96,O2Si
79,hP24-Cl3Cr-151,"['ccc', 'aa']","['a', 'c/a']","['x1', 'x2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[6.017, 2.87518697025]","[0.8889, 0.5556, 0.8889, 0.1111, 0.0731, 0.5556, 0.4444, 0.0731, 0.2222, 0.77778, 0.0731]",hP24,151,Cl3Cr
80,oP12-HgCl2-62,"['cc', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3']","[12.735, 0.468237141735, 0.339615233608]","[0.733, 0.125, 0.508, 0.722, 0.874, 0.447]",oP12,62,HgCl2
81,mC40-CaFeO6Si2-15,"['e', 'e', 'fff', 'f']","['a', 'b/a', 'c/a', 'beta']","['y1', 'y2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[9.79, 0.901123595506, 0.548518896834, 105.81]","[0.3082, -0.0942, 0.3888, 0.4123, 0.8659, 0.1365, 0.2411, 0.6799, 0.1468, 0.4802, 0.0124, 0.2117, 0.4057, 0.7764]",mC40,15,CaFeO6Si2
82,tP2-AuCu-123,"['a', 'd']","['a', 'c/a']",[],"[2.8, 1.31071428571]",[],tP2,123,AuCu
83,hR3-Sm-166,['ac'],"['a', 'c/a']",['x2'],"[3.62036, 7.25049442597]",[0.22222],hR3,166,Sm
84,cF128-Cr9Fe16Ni7-225,"['acd', 'ff', 'be']",['a'],"['x5', 'x6', 'x7']",[11.48],"[0.25, 0.875, 0.625]",cF128,225,Cr9Fe16Ni7
85,oP12-Ag2Se-19,"['aa', 'a']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[7.764, 0.909582689335, 0.558088614116]","[0.185, 0.07, 0.465, 0.055, 0.765, -0.008, 0.884, -0.011, 0.391]",oP12,19,Ag2Se
86,tP16-PdS-84,"['cej', 'k']","['a', 'c/a']","['x3', 'y3', 'x4', 'y4', 'z4']","[6.429, 1.02830922383]","[0.46779, 0.25713, 0.19361, 0.30754, 0.22904]",tP16,84,PdS
87,mC12-Po-5,['ccc'],"['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[7.42, 0.578167115903, 1.90026954178, 92.0]","[0.05, 0.27, 0.245, 0.63, 0.3, 0.4, 0.245, 0.43, 0.07]",mC12,5,Po
88,hR10-Al2O3-167,"['c', 'e']","['a', 'c/a']","['x1', 'x2']","[4.7607, 2.72957758313]","[0.35216, 0.5561]",hR10,167,Al2O3
89,mC8-CuO-15,"['c', 'e']","['a', 'b/a', 'c/a', 'beta']",['y2'],"[4.6837, 0.730747058949, 1.0950317057, 120.34]",[0.4184],mC8,15,CuO
90,hP12-CSi-186,"['abb', 'abb']","['a', 'c/a']","['z1', 'z2', 'z3', 'z4', 'z5', 'z6']","[3.08129, 4.90695780014]","[0.1254, 0.0, 0.29215, -0.0415, 0.16675, 0.8335]",hP12,186,CSi
91,tP30-CrFe-136,['bfiij'],"['a', 'c/a']","['x2', 'x3', 'y3', 'x4', 'y4', 'x5', 'z5']","[8.7966, 0.518177477662]","[0.39864, 0.13122, 0.46349, 0.06609, 0.73933, 0.18267, 0.25202]",tP30,136,CrFe
92,oP16-CKNS-57,"['d', 'c', 'd', 'd']","['a', 'b/a', 'c/a']","['x1', 'x2', 'y2', 'x3', 'y3', 'x4', 'y4']","[6.707, 0.997614432682, 1.13627553303]","[0.208, 0.7704, 0.2871, 0.889, 0.4154, 0.605, 0.1087]",oP16,57,CKNS
93,oC12-Si2Zr-63,"['cc', 'c']","['a', 'b/a', 'c/a']","['y1', 'y2', 'y3']","[3.73, 3.94638069705, 0.983914209115]","[0.061, 0.75, 0.396]",oC12,63,Si2Zr
94,hP24-MgNi2-194,"['ef', 'fgh']","['a', 'c/a']","['z1', 'z2', 'z3', 'x5']","[4.824, 3.28067993367]","[0.04598, 0.84417, 0.12514, 0.16429]",hP24,194,MgNi2
95,hR6-CSi-160,"['aaa', 'aaa']","['a', 'c/a']","['x1', 'x2', 'x3', 'x4', 'x5', 'x6']","[3.01791, 7.34847294982]","[0.0, 0.22222, 0.77778, 0.08333, 0.30556, 0.86111]",hR6,160,CSi
96,hP9-O2Si-180,"['j', 'c']","['a', 'c/a']",['x2'],"[4.9977, 1.09252256038]",[0.2072],hP9,180,O2Si
97,oC80-B2C2Mg-64,"['efg', 'efg', 'df']","['a', 'b/a', 'c/a']","['x1', 'y2', 'y3', 'y4', 'z4', 'y5', 'z5', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8']","[10.922, 0.866233290606, 0.682933528658]","[0.84657, 0.0946, 0.9271, 0.5886, 0.276, -0.0792, 0.2314, 0.27981, -0.0113, 0.1278, 0.3415, 0.2438, 0.1245, 0.175, 0.2231]",oC80,64,B2C2Mg
98,mC48-O2Si-15,"['aefff', 'ff']","['a', 'b/a', 'c/a', 'beta']","['y2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7']","[7.1356, 1.73344918437, 1.00532541062, 120.34]","[0.1163, 0.266, 0.1234, 0.9401, 0.3114, 0.1038, 0.3282, 0.0172, 0.2117, 0.4782, 0.14033, 0.10833, 0.07227, 0.50682, 0.15799, 0.54077]",mC48,15,O2Si
99,cI16-Li-220,['c'],['a'],['x1'],[5.2716],[0.049],cI16,220,Li
100,hP6-CaCu5-191,"['a', 'cg']","['a', 'c/a']",[],"[5.405, 0.773913043478]",[],hP6,191,CaCu5
101,cF24-AuBe5-216,"['a', 'ce']",['a'],['x3'],[6.1],[0.625],cF24,216,AuBe5
102,cI40-Ga4Ni-197,"['cde', 'c']",['a'],"['x1', 'x2', 'x3', 'x4']",[8.4295],"[0.1668, 0.3345, 0.6476, 0.7484]",cI40,197,Ga4Ni
103,cI40-C3Pu2-220,"['d', 'c']",['a'],"['x1', 'x2']",[8.135],"[0.0492, 0.2896]",cI40,220,C3Pu2
104,cF24-Cu2Mg-227,"['d', 'a']",['a'],[],[7.02],[],cF24,227,Cu2Mg
105,hR5-Bi2Te3-166,"['c', 'ac']","['a', 'c/a']","['x2', 'x3']","[4.36914, 6.96313919902]","[0.399, 0.208]",hR5,166,Bi2Te3
106,hP8-AlCCr2-194,"['d', 'a', 'f']","['a', 'c/a']",['z3'],"[2.86, 4.48251748252]",[0.086],hP8,194,AlCCr2
107,tP7-CoGa5Ho-123,"['b', 'ci', 'a']","['a', 'c/a']",['z4'],"[4.207, 1.61516520086]",[0.312],tP7,123,CoGa5Ho
108,mP4-Te-4,['aa'],"['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2']","[3.104, 2.42042525773, 1.53350515464, 92.71]","[0.25, 0.23, 0.48, 0.48, 0.0, 0.02]",mP4,4,Te
109,cP6-NbO-221,"['c', 'd']",['a'],[],[4.2101],[],cP6,221,NbO
110,hP4-AsNi-194,"['c', 'a']","['a', 'c/a']",[],"[3.619, 1.39375518099]",[],hP4,194,AsNi
111,hP6-InNi2-194,"['c', 'ad']","['a', 'c/a']",[],"[4.186, 1.22527472527]",[],hP6,194,InNi2
112,mC10-O3Pb(Ti0.48)Zr0.52-8,"['ab', 'a', 'a']","['a', 'b/a', 'c/a', 'beta']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'y4', 'z4']","[5.72204, 0.9978207073, 0.722908263486, 90.498]","[0.5515, -0.0994, 0.0, 0.0, 0.523, 0.4492, 0.288, 0.2434, 0.3729]",mC10,8,O3Pb(Ti0.48)Zr0.52
113,mP12-O2Zr-14,"['ee', 'e']","['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[5.1505, 1.01186292593, 1.03238520532, 99.23]","[0.07, 0.3317, 0.3447, 0.4496, 0.7569, 0.4792, 0.2754, 0.0395, 0.2083]",mP12,14,O2Zr
114,cI58-Mn-217,['acgg'],['a'],"['x2', 'x3', 'z3', 'x4', 'z4']",[8.911],"[0.31787, -0.08958, 0.28194, 0.64294, 0.03457]",cI58,217,Mn
115,hP6-CoSn-191,"['f', 'ad']","['a', 'c/a']",[],"[5.279, 0.806914188293]",[],hP6,191,CoSn
116,tP4-CaCuO2-123,"['d', 'a', 'f']","['a', 'c/a']",[],"[3.8611, 0.828649866618]",[],tP4,123,CaCuO2
117,cI16-Si-206,['c'],['a'],['x1'],[4.11971],[0.1001],cI16,206,Si
118,cP16-ClCu-205,"['c', 'c']",['a'],"['x1', 'x2']",[6.4162],"[0.1527, 0.6297]",cP16,205,ClCu
119,tP4-Np-129,['ac'],"['a', 'c/a']",['z2'],"[4.897, 0.69185215438]",[0.375],tP4,129,Np
